cliente_id,nombre,edad,genero,ubicacion
245,Cliente_248,47,M,CDMX
246,Cliente_249,64,M,CDMX
247,Cliente_250,41,F,CDMX
248,Cliente_251,61,F,Puebla
249,Cliente_252,42,Otro,Guadalajara
250,Cliente_253,34,Otro,CDMX
251,Cliente_254,53,Otro,Puebla
252,Cliente_255,55,M,CDMX
253,Cliente_256,30,F,Monterrey
254,Cliente_257,35,Otro,Puebla
255,Cliente_258,49,Otro,Puebla
256,Cliente_259,21,M,Tijuana
257,Cliente_260,45,F,Monterrey
258,Cliente_261,37,Otro,Monterrey
259,Cliente_262,44,F,Guadalajara
260,Cliente_263,60,Otro,Puebla
261,Cliente_264,39,Otro,Puebla
262,Cliente_265,27,M,Tijuana
263,Cliente_266,28,F,CDMX
264,Cliente_267,19,M,Monterrey
265,Cliente_268,26,F,Puebla
266,Cliente_269,19,M,Monterrey
267,Cliente_270,51,M,CDMX
268,Cliente_271,44,F,Monterrey
269,Cliente_272,61,Otro,Tijuana
270,Cliente_273,69,M,CDMX
271,Cliente_274,55,F,CDMX
272,Cliente_275,41,Otro,Guadalajara
273,Cliente_276,58,M,Monterrey
274,Cliente_277,29,F,Tijuana
275,Cliente_278,41,F,Guadalajara
276,Cliente_279,58,M,CDMX
277,Cliente_280,36,F,Tijuana
278,Cliente_281,57,F,Puebla
279,Cliente_282,63,Otro,Puebla
280,Cliente_283,56,M,Monterrey
281,Cliente_284,39,M,Guadalajara
282,Cliente_285,20,Otro,Guadalajara
283,Cliente_286,35,M,Tijuana
284,Cliente_287,24,F,CDMX
285,Cliente_288,54,F,CDMX
286,Cliente_289,25,Otro,Monterrey
287,Cliente_290,29,M,Monterrey
288,Cliente_291,68,F,Monterrey
289,Cliente_292,24,F,Monterrey
290,Cliente_293,39,M,Monterrey
291,Cliente_294,32,Otro,Guadalajara
292,Cliente_295,38,Otro,Tijuana
293,Cliente_296,37,Otro,CDMX
294,Cliente_297,31,F,Guadalajara
295,Cliente_298,57,Otro,Monterrey
296,Cliente_299,20,Otro,Guadalajara
297,Cliente_300,58,M,Puebla
298,Cliente_301,39,F,Monterrey
299,Cliente_302,44,F,Guadalajara
300,Cliente_303,47,F,Tijuana
301,Cliente_304,31,M,Tijuana
302,Cliente_305,28,Otro,Tijuana
303,Cliente_306,69,Otro,Monterrey
304,Cliente_307,25,M,Guadalajara
305,Cliente_308,23,Otro,Guadalajara
306,Cliente_309,67,M,Tijuana
307,Cliente_310,21,Otro,CDMX
308,Cliente_311,53,F,Monterrey
309,Cliente_312,27,F,Tijuana
310,Cliente_313,29,Otro,Guadalajara
311,Cliente_314,57,Otro,Monterrey
312,Cliente_315,31,M,Monterrey
313,Cliente_316,64,M,Tijuana
314,Cliente_317,46,M,Puebla
315,Cliente_318,19,M,Puebla
316,Cliente_319,25,M,Tijuana
317,Cliente_320,31,F,Guadalajara
318,Cliente_321,27,F,Monterrey
319,Cliente_322,20,F,Puebla
320,Cliente_323,46,Otro,Puebla
321,Cliente_324,21,F,Tijuana
322,Cliente_325,37,F,Guadalajara
323,Cliente_326,67,F,Puebla
324,Cliente_327,35,M,Puebla
325,Cliente_328,30,M,Monterrey
326,Cliente_329,19,M,Guadalajara
327,Cliente_330,45,Otro,Tijuana
328,Cliente_331,34,M,Monterrey
329,Cliente_332,59,M,Tijuana
330,Cliente_334,63,F,Puebla
331,Cliente_335,50,M,Monterrey
332,Cliente_337,27,F,Guadalajara
333,Cliente_338,61,F,CDMX
334,Cliente_339,50,M,CDMX
335,Cliente_340,42,F,Monterrey
336,Cliente_341,55,F,Guadalajara
337,Cliente_342,63,Otro,Guadalajara
338,Cliente_343,47,M,Monterrey
339,Cliente_344,19,F,CDMX
340,Cliente_345,50,M,Monterrey
341,Cliente_346,69,F,Guadalajara
342,Cliente_347,24,Otro,Guadalajara
343,Cliente_348,65,F,Monterrey
344,Cliente_349,34,F,Tijuana
345,Cliente_350,51,M,Puebla
346,Cliente_351,58,M,Puebla
347,Cliente_352,35,Otro,Monterrey
348,Cliente_353,53,F,Tijuana
349,Cliente_354,69,M,Puebla
350,Cliente_355,46,M,Monterrey
351,Cliente_356,23,M,Puebla
352,Cliente_357,66,F,Puebla
353,Cliente_358,50,Otro,Guadalajara
354,Cliente_359,32,Otro,Puebla
355,Cliente_360,59,F,Monterrey
356,Cliente_361,23,Otro,CDMX
357,Cliente_362,49,Otro,Tijuana
358,Cliente_363,55,Otro,CDMX
359,Cliente_364,66,F,Guadalajara
360,Cliente_365,34,F,Monterrey
361,Cliente_366,63,M,CDMX
362,Cliente_367,37,M,Guadalajara
363,Cliente_368,51,M,Puebla
364,Cliente_369,36,M,CDMX
365,Cliente_370,68,Otro,Guadalajara
366,Cliente_371,23,M,CDMX
367,Cliente_372,67,Otro,Monterrey
368,Cliente_373,55,F,Monterrey
369,Cliente_374,50,Otro,Puebla
370,Cliente_375,27,F,Monterrey
371,Cliente_376,25,Otro,Guadalajara
372,Cliente_377,49,M,Puebla
373,Cliente_378,51,Otro,Guadalajara
374,Cliente_379,67,M,Puebla
375,Cliente_380,66,F,Monterrey
376,Cliente_381,28,M,Monterrey
377,Cliente_383,58,F,CDMX
378,Cliente_384,43,M,Puebla
379,Cliente_385,69,M,Puebla
380,Cliente_386,67,Otro,Guadalajara
381,Cliente_387,59,F,Puebla
382,Cliente_388,66,F,CDMX
383,Cliente_389,44,M,CDMX
384,Cliente_390,20,Otro,Monterrey
385,Cliente_391,41,M,Puebla
386,Cliente_392,56,M,CDMX
387,Cliente_393,48,F,Guadalajara
388,Cliente_394,63,Otro,Monterrey
389,Cliente_395,57,F,Monterrey
390,Cliente_396,50,F,Puebla
391,Cliente_397,38,F,Guadalajara
392,Cliente_398,65,Otro,Guadalajara
393,Cliente_399,39,M,Guadalajara
394,Cliente_400,65,F,Puebla
395,Cliente_401,33,F,Puebla
396,Cliente_402,25,Otro,Monterrey
397,Cliente_403,57,F,Monterrey
398,Cliente_404,30,Otro,Tijuana
399,Cliente_405,64,Otro,Tijuana
400,Cliente_407,49,M,CDMX
401,Cliente_408,34,F,Monterrey
402,Cliente_409,41,M,Guadalajara
403,Cliente_410,67,F,Guadalajara
404,Cliente_411,39,Otro,CDMX
405,Cliente_412,44,F,Tijuana
406,Cliente_413,24,F,Puebla
407,Cliente_414,20,Otro,Tijuana
408,Cliente_415,60,F,Guadalajara
409,Cliente_416,20,Otro,Monterrey
410,Cliente_417,62,Otro,Puebla
411,Cliente_418,53,Otro,Guadalajara
412,Cliente_419,24,F,Monterrey
413,Cliente_420,52,M,Tijuana
414,Cliente_421,37,Otro,Puebla
415,Cliente_422,44,F,CDMX
416,Cliente_423,47,F,Guadalajara
417,Cliente_424,34,Otro,Tijuana
418,Cliente_425,44,Otro,Tijuana
419,Cliente_426,65,Otro,Guadalajara
420,Cliente_427,29,M,Tijuana
421,Cliente_428,21,Otro,Guadalajara
422,Cliente_429,66,Otro,Tijuana
423,Cliente_430,23,Otro,Monterrey
424,Cliente_431,25,Otro,Guadalajara
425,Cliente_432,50,F,Guadalajara
426,Cliente_433,35,M,Tijuana
427,Cliente_434,36,M,Guadalajara
428,Cliente_435,30,Otro,Puebla
429,Cliente_436,56,F,Tijuana
430,Cliente_437,34,M,Guadalajara
431,Cliente_438,33,F,Tijuana
432,Cliente_439,47,M,Puebla
433,Cliente_440,39,F,Tijuana
434,Cliente_441,58,Otro,CDMX
435,Cliente_442,40,Otro,CDMX
436,Cliente_443,46,M,Monterrey
437,Cliente_444,44,Otro,CDMX
438,Cliente_445,48,Otro,CDMX
439,Cliente_446,35,F,Guadalajara
440,Cliente_447,54,M,Puebla
441,Cliente_448,38,Otro,Guadalajara
442,Cliente_449,21,M,Guadalajara
443,Cliente_450,44,M,Puebla
444,Cliente_451,30,Otro,Guadalajara
445,Cliente_452,20,M,Puebla
446,Cliente_453,22,M,CDMX
447,Cliente_454,61,Otro,CDMX
448,Cliente_455,44,F,Tijuana
449,Cliente_456,64,F,Guadalajara
450,Cliente_457,64,Otro,CDMX
451,Cliente_458,32,M,Puebla
452,Cliente_460,69,M,Tijuana
453,Cliente_461,67,Otro,Puebla
454,Cliente_462,61,M,Puebla
455,Cliente_463,38,Otro,Guadalajara
456,Cliente_464,60,Otro,Puebla
457,Cliente_465,35,F,Tijuana
458,Cliente_466,34,F,Tijuana
459,Cliente_467,55,M,CDMX
460,Cliente_468,29,Otro,Monterrey
461,Cliente_469,41,F,Guadalajara
462,Cliente_470,39,F,CDMX
463,Cliente_471,46,Otro,Tijuana
464,Cliente_472,59,F,Monterrey
465,Cliente_473,38,F,CDMX
466,Cliente_474,25,M,CDMX
467,Cliente_475,61,M,CDMX
468,Cliente_476,54,Otro,Tijuana
469,Cliente_477,51,Otro,Monterrey
470,Cliente_478,33,F,Guadalajara
471,Cliente_479,49,M,CDMX
472,Cliente_480,59,F,Monterrey
473,Cliente_481,54,F,CDMX
474,Cliente_482,46,M,Guadalajara
475,Cliente_483,55,F,CDMX
476,Cliente_484,48,Otro,CDMX
477,Cliente_485,54,F,CDMX
478,Cliente_486,53,F,Tijuana
479,Cliente_487,25,Otro,Puebla
480,Cliente_488,53,Otro,CDMX
481,Cliente_489,23,Otro,Puebla
482,Cliente_490,44,Otro,Tijuana
483,Cliente_491,67,M,Guadalajara
484,Cliente_492,33,Otro,CDMX
485,Cliente_493,35,M,Tijuana
486,Cliente_494,43,Otro,Guadalajara
487,Cliente_495,69,F,Puebla
488,Cliente_496,56,M,Monterrey
489,Cliente_497,57,M,Monterrey
490,Cliente_498,39,M,Monterrey
491,Cliente_499,60,Otro,Monterrey
492,Cliente_500,21,M,Monterrey
493,Cliente_501,56,F,Monterrey
494,Cliente_502,36,M,Monterrey
495,Cliente_503,45,Otro,Guadalajara
496,Cliente_504,40,Otro,Tijuana
497,Cliente_505,65,Otro,Tijuana
498,Cliente_506,20,F,Monterrey
499,Cliente_507,62,Otro,Guadalajara
500,Cliente_508,56,F,CDMX
501,Cliente_509,36,F,Puebla
502,Cliente_510,42,M,Monterrey
503,Cliente_511,44,F,Tijuana
504,Cliente_512,51,M,Monterrey
505,Cliente_513,69,M,Guadalajara
506,Cliente_514,47,M,Puebla
507,Cliente_515,25,F,Tijuana
508,Cliente_516,21,Otro,Monterrey
509,Cliente_517,34,F,Monterrey
510,Cliente_518,38,F,CDMX
511,Cliente_519,24,Otro,CDMX
512,Cliente_520,58,F,Monterrey
513,Cliente_521,45,F,Tijuana
514,Cliente_522,22,M,Puebla
515,Cliente_523,44,Otro,Monterrey
516,Cliente_524,56,F,Monterrey
517,Cliente_525,27,M,Monterrey
518,Cliente_526,19,Otro,CDMX
519,Cliente_527,27,Otro,Tijuana
520,Cliente_528,29,F,Monterrey
521,Cliente_529,41,Otro,Puebla
522,Cliente_530,57,M,CDMX
523,Cliente_531,47,Otro,Monterrey
524,Cliente_532,62,M,Guadalajara
525,Cliente_533,50,F,Puebla
526,Cliente_534,58,Otro,Guadalajara
527,Cliente_535,52,Otro,CDMX
528,Cliente_536,63,M,Monterrey
529,Cliente_537,41,F,Puebla
530,Cliente_538,65,F,Tijuana
531,Cliente_539,56,M,Tijuana
532,Cliente_540,24,Otro,Guadalajara
533,Cliente_541,56,Otro,Tijuana
534,Cliente_542,29,M,CDMX
535,Cliente_543,58,Otro,Puebla
536,Cliente_544,69,Otro,CDMX
537,Cliente_545,35,Otro,Tijuana
538,Cliente_546,49,Otro,Tijuana
539,Cliente_547,60,F,Puebla
540,Cliente_548,40,F,Tijuana
541,Cliente_549,35,F,Guadalajara
542,Cliente_550,49,Otro,Guadalajara
543,Cliente_551,50,F,CDMX
544,Cliente_552,24,Otro,Puebla
545,Cliente_553,56,M,Monterrey
546,Cliente_554,52,F,Monterrey
547,Cliente_555,49,F,Guadalajara
548,Cliente_556,46,Otro,Monterrey
549,Cliente_557,48,M,CDMX
550,Cliente_559,31,Otro,Tijuana
551,Cliente_560,61,F,Guadalajara
552,Cliente_561,56,Otro,Monterrey
553,Cliente_562,67,M,Tijuana
554,Cliente_563,22,M,Puebla
555,Cliente_564,26,F,Guadalajara
556,Cliente_565,31,M,CDMX
557,Cliente_566,64,M,CDMX
558,Cliente_567,65,M,Puebla
559,Cliente_568,36,Otro,Guadalajara
560,Cliente_569,69,F,Guadalajara
561,Cliente_570,57,M,CDMX
562,Cliente_571,40,F,Tijuana
563,Cliente_572,54,F,CDMX
564,Cliente_573,43,M,CDMX
565,Cliente_574,62,M,Tijuana
566,Cliente_575,38,F,Monterrey
567,Cliente_576,47,Otro,Guadalajara
568,Cliente_577,35,Otro,CDMX
569,Cliente_578,68,F,Puebla
570,Cliente_579,35,M,Monterrey
571,Cliente_580,39,Otro,CDMX
572,Cliente_581,24,M,Monterrey
573,Cliente_582,66,M,CDMX
574,Cliente_583,19,M,Guadalajara
575,Cliente_584,40,Otro,CDMX
576,Cliente_585,19,M,Puebla
577,Cliente_586,25,Otro,Puebla
578,Cliente_587,21,M,Guadalajara
579,Cliente_588,32,Otro,CDMX
580,Cliente_589,65,M,Tijuana
581,Cliente_590,42,F,Monterrey
582,Cliente_591,23,F,CDMX
583,Cliente_592,46,F,Guadalajara
584,Cliente_593,40,F,Guadalajara
585,Cliente_594,59,F,Puebla
586,Cliente_595,38,F,Puebla
587,Cliente_596,63,Otro,Puebla
588,Cliente_597,35,M,Guadalajara
589,Cliente_598,32,F,Tijuana
590,Cliente_599,40,F,CDMX
591,Cliente_600,43,F,Monterrey
592,Cliente_601,50,Otro,Monterrey
593,Cliente_602,49,F,CDMX
594,Cliente_603,20,M,Monterrey
595,Cliente_604,50,F,CDMX
596,Cliente_605,42,F,Puebla
597,Cliente_606,33,Otro,Monterrey
598,Cliente_607,43,F,Guadalajara
599,Cliente_608,48,F,Tijuana
600,Cliente_609,20,Otro,Puebla
601,Cliente_610,25,Otro,Puebla
602,Cliente_611,40,Otro,Monterrey
603,Cliente_612,38,Otro,Guadalajara
604,Cliente_613,46,Otro,Guadalajara
605,Cliente_614,56,M,CDMX
606,Cliente_615,49,Otro,Puebla
607,Cliente_616,53,M,Monterrey
608,Cliente_617,62,Otro,CDMX
609,Cliente_618,34,F,CDMX
610,Cliente_619,38,M,Monterrey
611,Cliente_620,56,Otro,Tijuana
612,Cliente_621,40,F,Tijuana
613,Cliente_622,64,Otro,Tijuana
614,Cliente_623,40,Otro,Monterrey
615,Cliente_624,59,Otro,Guadalajara
616,Cliente_625,61,M,Tijuana
617,Cliente_626,56,F,Guadalajara
618,Cliente_627,40,M,Guadalajara
619,Cliente_628,25,Otro,Puebla
620,Cliente_629,50,F,Puebla
621,Cliente_630,44,M,Puebla
622,Cliente_631,63,M,Tijuana
623,Cliente_632,37,F,Tijuana
624,Cliente_633,42,F,Guadalajara
625,Cliente_634,40,Otro,Guadalajara
626,Cliente_635,25,Otro,Monterrey
627,Cliente_636,43,Otro,CDMX
628,Cliente_637,66,M,CDMX
629,Cliente_638,43,M,Monterrey
630,Cliente_639,32,F,CDMX
631,Cliente_640,61,M,CDMX
632,Cliente_641,60,F,Tijuana
633,Cliente_642,58,Otro,Guadalajara
634,Cliente_643,26,Otro,Puebla
635,Cliente_644,49,Otro,Monterrey
636,Cliente_645,41,Otro,Tijuana
637,Cliente_646,20,Otro,Puebla
638,Cliente_647,38,F,CDMX
639,Cliente_648,36,Otro,Tijuana
640,Cliente_649,68,M,Guadalajara
641,Cliente_650,42,Otro,Guadalajara
642,Cliente_651,34,F,CDMX
643,Cliente_652,47,F,Guadalajara
644,Cliente_653,51,M,Guadalajara
645,Cliente_654,23,F,Tijuana
646,Cliente_655,44,Otro,Guadalajara
647,Cliente_656,25,Otro,CDMX
648,Cliente_658,24,Otro,Guadalajara
649,Cliente_659,41,Otro,Monterrey
650,Cliente_660,59,F,Puebla
651,Cliente_661,26,M,Tijuana
652,Cliente_662,39,M,Guadalajara
653,Cliente_663,30,M,Puebla
654,Cliente_664,52,F,Monterrey
655,Cliente_665,38,M,Guadalajara
656,Cliente_666,27,F,Tijuana
657,Cliente_667,68,Otro,Tijuana
658,Cliente_668,23,F,Puebla
659,Cliente_669,28,F,Monterrey
660,Cliente_670,48,Otro,CDMX
661,Cliente_671,42,M,Tijuana
662,Cliente_672,23,Otro,Guadalajara
663,Cliente_673,60,F,CDMX
664,Cliente_674,31,F,Puebla
665,Cliente_675,44,F,Monterrey
666,Cliente_676,50,M,Guadalajara
667,Cliente_677,69,M,Monterrey
668,Cliente_678,58,Otro,Puebla
669,Cliente_679,40,M,CDMX
670,Cliente_680,32,M,Tijuana
671,Cliente_681,23,F,Tijuana
672,Cliente_682,25,F,CDMX
673,Cliente_683,42,Otro,CDMX
674,Cliente_684,43,F,CDMX
675,Cliente_685,64,F,Guadalajara
676,Cliente_686,54,M,Tijuana
677,Cliente_687,53,Otro,Tijuana
678,Cliente_688,55,F,Guadalajara
679,Cliente_689,42,M,Tijuana
680,Cliente_690,45,Otro,Tijuana
681,Cliente_691,60,Otro,Puebla
682,Cliente_692,47,M,Guadalajara
683,Cliente_693,44,F,Guadalajara
684,Cliente_694,55,M,Guadalajara
685,Cliente_695,34,M,CDMX
686,Cliente_696,50,M,CDMX
687,Cliente_697,64,F,Tijuana
688,Cliente_698,46,Otro,Tijuana
689,Cliente_699,69,M,Tijuana
690,Cliente_700,54,M,CDMX
691,Cliente_701,68,F,Guadalajara
692,Cliente_702,64,F,Tijuana
693,Cliente_703,21,Otro,Puebla
694,Cliente_704,64,F,Tijuana
695,Cliente_705,50,M,Tijuana
696,Cliente_706,61,F,CDMX
697,Cliente_707,60,F,CDMX
698,Cliente_708,42,Otro,Puebla
699,Cliente_709,22,Otro,CDMX
700,Cliente_710,68,M,Monterrey
701,Cliente_711,64,F,CDMX
702,Cliente_712,22,Otro,CDMX
703,Cliente_714,40,M,Puebla
704,Cliente_715,42,F,Monterrey
705,Cliente_716,63,M,Guadalajara
706,Cliente_717,29,Otro,Tijuana
707,Cliente_718,38,Otro,Puebla
708,Cliente_719,36,F,Monterrey
709,Cliente_720,65,Otro,Tijuana
710,Cliente_721,47,F,Puebla
711,Cliente_722,43,Otro,Puebla
712,Cliente_723,31,F,Puebla
713,Cliente_724,57,Otro,CDMX
714,Cliente_725,54,F,Guadalajara
715,Cliente_726,57,Otro,CDMX
716,Cliente_727,53,F,Tijuana
