producto_id,nombre_producto,categoria,precio_base
249,Producto_255,Ropa,428.79
250,Producto_256,Ropa,229.55
251,Producto_257,Ropa,64.12
252,Producto_258,Ropa,270.05
253,Producto_259,Salud,188.43
254,Producto_260,Salud,9.67
255,Producto_261,Salud,316.84
256,Producto_262,Hogar,58.74
257,Producto_263,Hogar,299.97
258,Producto_264,Electrónica,170.15
259,Producto_265,Abarrotes,28.63
260,Producto_266,Ropa,147.97
261,Producto_267,Electrónica,347.79
262,Producto_268,Abarrotes,119.25
263,Producto_269,Electrónica,362.29
264,Producto_270,Abarrotes,187.91
265,Producto_271,Abarrotes,186.32
266,Producto_272,Salud,209.29
267,Producto_273,Abarrotes,391.0
268,Producto_274,Hogar,245.32
269,Producto_275,Salud,497.37
270,Producto_276,Salud,260.36
271,Producto_277,Electrónica,106.7
272,Producto_278,Abarrotes,397.54
273,Producto_279,Abarrotes,322.29
274,Producto_280,Salud,152.35
275,Producto_281,Hogar,216.4
276,Producto_282,Electrónica,220.82
277,Producto_283,Hogar,384.68
278,Producto_284,Electrónica,75.81
279,Producto_285,Abarrotes,171.79
280,Producto_286,Electrónica,369.97
281,Producto_287,Salud,238.46
282,Producto_288,Abarrotes,344.55
283,Producto_289,Ropa,313.16
284,Producto_290,Hogar,251.15
285,Producto_291,Abarrotes,277.92
286,Producto_292,Electrónica,237.97
287,Producto_293,Salud,96.18
288,Producto_294,Abarrotes,378.4
289,Producto_295,Abarrotes,141.62
290,Producto_296,Ropa,393.54
291,Producto_297,Abarrotes,46.8
292,Producto_298,Electrónica,243.66
293,Producto_299,Ropa,305.6
294,Producto_300,Salud,67.52
295,Producto_301,Electrónica,35.36
296,Producto_302,Ropa,114.25
297,Producto_303,Salud,398.9
298,Producto_304,Electrónica,290.17
299,Producto_305,Salud,20.64
300,Producto_306,Salud,430.42
301,Producto_307,Ropa,132.17
302,Producto_308,Abarrotes,162.93
303,Producto_309,Salud,112.45
304,Producto_310,Electrónica,471.56
305,Producto_311,Electrónica,31.61
306,Producto_312,Ropa,157.04
307,Producto_313,Hogar,331.06
308,Producto_314,Hogar,436.82
309,Producto_315,Ropa,154.43
310,Producto_316,Hogar,315.64
311,Producto_317,Electrónica,478.49
312,Producto_318,Ropa,15.4
313,Producto_319,Abarrotes,370.49
314,Producto_320,Abarrotes,492.2
315,Producto_321,Hogar,186.89
316,Producto_322,Salud,322.27
317,Producto_323,Salud,175.95
318,Producto_324,Abarrotes,65.07
319,Producto_325,Abarrotes,495.59
320,Producto_326,Hogar,42.38
321,Producto_327,Ropa,43.54
322,Producto_328,Electrónica,418.22
323,Producto_329,Salud,203.34
324,Producto_330,Salud,48.14
325,Producto_331,Hogar,387.7
326,Producto_332,Abarrotes,392.76
327,Producto_333,Abarrotes,105.92
328,Producto_334,Electrónica,157.85
329,Producto_335,Abarrotes,121.48
330,Producto_336,Abarrotes,482.13
331,Producto_337,Electrónica,372.01
332,Producto_338,Electrónica,487.51
333,Producto_339,Ropa,287.65
334,Producto_340,Ropa,309.57
335,Producto_341,Salud,343.57
336,Producto_342,Electrónica,319.81
337,Producto_343,Hogar,183.22
338,Producto_344,Electrónica,76.01
339,Producto_345,Ropa,416.47
340,Producto_346,Hogar,204.45
341,Producto_347,Ropa,238.89
342,Producto_348,Abarrotes,91.63
343,Producto_349,Electrónica,51.11
344,Producto_350,Ropa,485.87
345,Producto_351,Salud,467.1
346,Producto_352,Electrónica,266.89
347,Producto_353,Abarrotes,7.64
348,Producto_354,Abarrotes,119.57
349,Producto_355,Electrónica,401.05
350,Producto_356,Hogar,202.33
351,Producto_357,Electrónica,337.84
352,Producto_358,Salud,464.68
353,Producto_359,Abarrotes,376.11
354,Producto_360,Abarrotes,10.76
355,Producto_361,Hogar,242.75
356,Producto_362,Abarrotes,218.3
357,Producto_363,Abarrotes,111.09
358,Producto_364,Electrónica,485.6
359,Producto_365,Ropa,338.89
360,Producto_366,Hogar,365.17
361,Producto_367,Ropa,170.82
362,Producto_368,Abarrotes,76.58
363,Producto_369,Ropa,487.75
364,Producto_370,Abarrotes,383.17
365,Producto_371,Ropa,264.8
366,Producto_372,Ropa,172.33
367,Producto_373,Ropa,34.97
368,Producto_374,Abarrotes,231.78
369,Producto_375,Electrónica,132.03
370,Producto_376,Salud,209.76
371,Producto_377,Hogar,390.71
372,Producto_378,Hogar,257.78
373,Producto_379,Abarrotes,390.43
374,Producto_380,Hogar,243.19
375,Producto_381,Ropa,388.29
376,Producto_382,Electrónica,440.25
377,Producto_383,Abarrotes,215.74
378,Producto_384,Electrónica,134.75
379,Producto_385,Salud,152.72
380,Producto_386,Electrónica,22.74
381,Producto_387,Abarrotes,268.63
382,Producto_388,Ropa,122.94
383,Producto_389,Salud,290.9
384,Producto_390,Salud,30.91
385,Producto_391,Ropa,149.7
386,Producto_392,Abarrotes,371.5
387,Producto_393,Abarrotes,305.9
388,Producto_394,Electrónica,71.11
389,Producto_395,Electrónica,56.53
390,Producto_396,Salud,498.62
391,Producto_397,Salud,319.23
392,Producto_398,Abarrotes,225.37
393,Producto_399,Hogar,496.64
394,Producto_400,Hogar,439.43
395,Producto_401,Hogar,231.12
396,Producto_402,Salud,65.77
397,Producto_403,Salud,395.28
398,Producto_404,Electrónica,474.87
399,Producto_405,Hogar,298.63
400,Producto_406,Ropa,451.74
401,Producto_407,Electrónica,49.42
402,Producto_408,Ropa,148.46
403,Producto_410,Salud,991.34
404,Producto_411,Ropa,227.61
405,Producto_412,Ropa,181.6
406,Producto_413,Hogar,431.68
407,Producto_414,Electrónica,45.46
408,Producto_415,Hogar,15.14
409,Producto_416,Abarrotes,324.31
410,Producto_417,Salud,425.42
411,Producto_418,Ropa,209.89
412,Producto_419,Salud,131.76
413,Producto_420,Electrónica,451.21
414,Producto_421,Electrónica,132.86
415,Producto_422,Salud,76.65
416,Producto_423,Abarrotes,287.72
417,Producto_424,Electrónica,388.16
418,Producto_425,Electrónica,379.14
419,Producto_426,Abarrotes,130.78
420,Producto_427,Ropa,484.21
421,Producto_428,Salud,318.22
422,Producto_429,Abarrotes,474.9
423,Producto_431,Electrónica,56.05
424,Producto_432,Abarrotes,257.52
425,Producto_433,Ropa,188.63
426,Producto_434,Electrónica,265.67
427,Producto_435,Ropa,350.75
428,Producto_436,Hogar,70.39
429,Producto_437,Electrónica,47.28
430,Producto_438,Abarrotes,108.91
431,Producto_439,Hogar,343.91
432,Producto_440,Salud,332.55
433,Producto_441,Salud,218.26
434,Producto_443,Ropa,367.24
435,Producto_445,Abarrotes,265.44
436,Producto_446,Salud,162.24
437,Producto_447,Salud,11.31
438,Producto_448,Electrónica,265.59
439,Producto_449,Ropa,59.62
440,Producto_450,Electrónica,492.03
441,Producto_451,Ropa,247.59
442,Producto_452,Electrónica,269.57
443,Producto_453,Abarrotes,400.88
444,Producto_454,Ropa,493.09
445,Producto_455,Salud,347.05
446,Producto_456,Ropa,45.56
447,Producto_457,Abarrotes,429.16
448,Producto_458,Abarrotes,93.42
449,Producto_459,Hogar,84.35
450,Producto_460,Ropa,444.26
451,Producto_461,Abarrotes,256.17
452,Producto_462,Salud,150.18
453,Producto_463,Salud,99.37
454,Producto_464,Abarrotes,157.6
455,Producto_465,Abarrotes,344.79
456,Producto_466,Salud,323.32
457,Producto_467,Electrónica,276.31
458,Producto_468,Electrónica,160.4
459,Producto_469,Salud,438.34
460,Producto_470,Ropa,52.18
461,Producto_471,Hogar,33.22
462,Producto_472,Salud,472.28
463,Producto_473,Electrónica,145.05
464,Producto_474,Ropa,184.11
465,Producto_475,Electrónica,296.33
466,Producto_476,Ropa,69.74
467,Producto_477,Ropa,460.27
468,Producto_478,Hogar,103.95
469,Producto_479,Abarrotes,378.56
470,Producto_480,Ropa,414.83
471,Producto_481,Ropa,333.43
472,Producto_482,Hogar,430.82
473,Producto_483,Salud,130.45
474,Producto_484,Salud,412.1
475,Producto_485,Electrónica,258.98
476,Producto_486,Electrónica,313.36
477,Producto_487,Ropa,368.02
478,Producto_488,Abarrotes,494.85
479,Producto_489,Hogar,352.84
480,Producto_490,Salud,319.63
481,Producto_491,Ropa,450.82
482,Producto_492,Abarrotes,48.65
483,Producto_493,Abarrotes,337.81
484,Producto_494,Abarrotes,93.83
485,Producto_495,Hogar,390.09
486,Producto_496,Salud,369.17
487,Producto_497,Electrónica,51.86
488,Producto_498,Salud,499.3
489,Producto_499,Ropa,108.52
490,Producto_500,Hogar,76.65
491,Producto_501,Electrónica,112.23
492,Producto_502,Ropa,305.66
493,Producto_503,Ropa,267.99
494,Producto_504,Salud,186.18
495,Producto_505,Electrónica,202.28
496,Producto_506,Abarrotes,63.18
497,Producto_507,Salud,174.8
498,Producto_508,Ropa,95.59
499,Producto_509,Electrónica,215.04
500,Producto_510,Abarrotes,205.36
501,Producto_511,Salud,477.94
502,Producto_512,Ropa,132.12
503,Producto_513,Hogar,315.74
504,Producto_514,Salud,283.8
505,Producto_515,Salud,37.68
506,Producto_516,Ropa,435.73
507,Producto_517,Electrónica,442.36
508,Producto_518,Abarrotes,218.98
509,Producto_519,Ropa,316.19
510,Producto_520,Salud,402.27
511,Producto_521,Electrónica,190.58
512,Producto_522,Ropa,74.19
513,Producto_523,Electrónica,214.71
514,Producto_524,Hogar,324.59
515,Producto_525,Ropa,21.0
516,Producto_526,Ropa,410.3
517,Producto_527,Salud,427.2
518,Producto_528,Hogar,105.14
519,Producto_529,Abarrotes,467.51
520,Producto_530,Salud,95.72
521,Producto_531,Electrónica,286.24
522,Producto_532,Abarrotes,237.44
523,Producto_533,Abarrotes,343.29
524,Producto_534,Electrónica,3141.9
525,Producto_535,Hogar,460.92
526,Producto_536,Hogar,225.71
527,Producto_537,Electrónica,114.8
528,Producto_538,Salud,245.49
529,Producto_539,Salud,466.64
530,Producto_540,Electrónica,359.73
531,Producto_541,Electrónica,344.73
532,Producto_542,Electrónica,26.21
533,Producto_543,Hogar,298.2
534,Producto_544,Electrónica,115.48
535,Producto_545,Electrónica,89.5
536,Producto_546,Abarrotes,354.83
537,Producto_547,Hogar,464.18
538,Producto_548,Salud,139.64
539,Producto_549,Salud,390.72
540,Producto_550,Electrónica,50.58
541,Producto_551,Salud,277.82
542,Producto_552,Ropa,224.25
543,Producto_553,Hogar,27.76
544,Producto_554,Electrónica,459.78
545,Producto_555,Hogar,147.59
546,Producto_556,Electrónica,314.66
547,Producto_557,Salud,145.97
548,Producto_558,Hogar,10.68
549,Producto_559,Hogar,428.2
550,Producto_560,Hogar,97.08
551,Producto_561,Hogar,321.45
552,Producto_562,Hogar,170.68
553,Producto_563,Hogar,158.48
554,Producto_564,Ropa,38.31
555,Producto_565,Electrónica,189.95
556,Producto_566,Hogar,204.75
557,Producto_567,Hogar,37.73
558,Producto_569,Abarrotes,289.11
559,Producto_571,Electrónica,208.28
560,Producto_572,Hogar,87.07
561,Producto_573,Abarrotes,491.17
562,Producto_574,Ropa,83.17
563,Producto_575,Electrónica,215.23
564,Producto_576,Ropa,67.12
565,Producto_577,Ropa,292.5
566,Producto_578,Hogar,172.43
567,Producto_579,Salud,245.86
568,Producto_580,Ropa,114.84
569,Producto_581,Hogar,395.36
570,Producto_582,Hogar,197.28
571,Producto_583,Abarrotes,180.33
572,Producto_584,Salud,340.68
573,Producto_585,Salud,481.65
574,Producto_586,Electrónica,166.57
575,Producto_587,Ropa,433.86
576,Producto_588,Electrónica,404.04
577,Producto_589,Abarrotes,369.21
578,Producto_590,Ropa,290.63
579,Producto_591,Electrónica,132.19
580,Producto_592,Electrónica,377.68
581,Producto_593,Ropa,475.58
582,Producto_594,Salud,294.85
583,Producto_595,Ropa,320.98
584,Producto_596,Abarrotes,317.37
585,Producto_597,Salud,88.71
586,Producto_598,Electrónica,390.63
587,Producto_599,Hogar,134.83
588,Producto_600,Ropa,275.2
589,Producto_601,Hogar,451.73
590,Producto_602,Salud,485.43
591,Producto_603,Abarrotes,301.51
592,Producto_604,Electrónica,99.35
593,Producto_605,Ropa,431.29
594,Producto_606,Ropa,219.4
595,Producto_607,Ropa,330.16
596,Producto_608,Abarrotes,388.4
597,Producto_609,Hogar,313.72
598,Producto_610,Abarrotes,307.19
599,Producto_611,Hogar,484.94
600,Producto_612,Electrónica,87.08
601,Producto_613,Ropa,415.3
602,Producto_614,Abarrotes,424.4
603,Producto_615,Salud,37.89
604,Producto_616,Abarrotes,152.86
605,Producto_617,Hogar,499.86
606,Producto_618,Salud,491.85
607,Producto_619,Ropa,441.52
608,Producto_620,Hogar,52.44
609,Producto_621,Salud,21.32
610,Producto_622,Ropa,338.77
611,Producto_623,Abarrotes,27.3
612,Producto_624,Ropa,353.1
613,Producto_625,Hogar,52.15
614,Producto_626,Abarrotes,261.93
615,Producto_627,Ropa,470.43
616,Producto_628,Salud,462.38
617,Producto_629,Abarrotes,254.81
618,Producto_630,Ropa,147.59
619,Producto_631,Salud,171.35
620,Producto_632,Salud,265.38
621,Producto_633,Abarrotes,6.88
622,Producto_634,Ropa,168.62
623,Producto_635,Hogar,72.71
624,Producto_636,Salud,410.04
625,Producto_637,Abarrotes,341.09
626,Producto_638,Abarrotes,253.8
627,Producto_639,Ropa,309.97
628,Producto_640,Electrónica,139.54
629,Producto_641,Abarrotes,479.47
630,Producto_642,Salud,362.33
631,Producto_643,Ropa,215.22
632,Producto_644,Abarrotes,123.94
633,Producto_645,Abarrotes,90.68
634,Producto_646,Abarrotes,233.52
635,Producto_648,Hogar,67.84
636,Producto_649,Abarrotes,456.2
637,Producto_650,Electrónica,329.65
638,Producto_651,Abarrotes,310.12
639,Producto_652,Electrónica,481.55
640,Producto_653,Salud,433.97
641,Producto_654,Salud,239.21
642,Producto_655,Electrónica,415.22
643,Producto_656,Hogar,368.27
644,Producto_657,Salud,96.27
645,Producto_658,Salud,389.91
646,Producto_659,Salud,132.02
647,Producto_660,Ropa,282.07
648,Producto_661,Electrónica,371.96
649,Producto_662,Abarrotes,211.2
650,Producto_663,Ropa,183.25
651,Producto_664,Salud,144.67
652,Producto_665,Hogar,112.12
653,Producto_666,Electrónica,294.97
654,Producto_667,Abarrotes,84.2
655,Producto_668,Electrónica,161.43
656,Producto_669,Salud,260.66
657,Producto_670,Hogar,237.22
658,Producto_671,Salud,277.7
659,Producto_672,Hogar,406.05
660,Producto_673,Electrónica,100.38
661,Producto_674,Hogar,87.64
662,Producto_675,Hogar,493.36
663,Producto_676,Electrónica,392.73
664,Producto_677,Ropa,471.73
665,Producto_678,Electrónica,40.85
666,Producto_679,Electrónica,134.42
667,Producto_680,Abarrotes,374.81
668,Producto_681,Electrónica,436.75
669,Producto_682,Salud,165.84
670,Producto_683,Ropa,39.99
671,Producto_684,Ropa,52.27
672,Producto_685,Electrónica,12.53
673,Producto_686,Ropa,289.76
674,Producto_687,Electrónica,370.89
675,Producto_688,Abarrotes,400.63
676,Producto_689,Abarrotes,476.41
677,Producto_690,Electrónica,306.54
678,Producto_691,Abarrotes,328.11
679,Producto_692,Salud,349.84
680,Producto_693,Salud,1255.71
681,Producto_694,Salud,441.94
682,Producto_695,Ropa,195.59
683,Producto_696,Salud,118.93
684,Producto_697,Salud,437.74
685,Producto_698,Electrónica,292.05
686,Producto_699,Hogar,499.06
687,Producto_700,Salud,202.84
688,Producto_701,Electrónica,361.05
689,Producto_702,Electrónica,59.99
690,Producto_703,Ropa,339.89
691,Producto_704,Hogar,44.88
692,Producto_705,Hogar,199.07
693,Producto_706,Hogar,167.01
694,Producto_707,Electrónica,131.58
695,Producto_708,Electrónica,160.51
696,Producto_709,Electrónica,460.8
697,Producto_710,Hogar,125.85
698,Producto_711,Abarrotes,392.98
699,Producto_712,Salud,64.21
700,Producto_713,Electrónica,402.47
701,Producto_714,Salud,100.74
702,Producto_715,Electrónica,145.55
703,Producto_716,Hogar,249.82
704,Producto_717,Electrónica,432.63
705,Producto_718,Hogar,203.42
706,Producto_719,Abarrotes,341.16
707,Producto_720,Ropa,288.52
708,Producto_721,Abarrotes,188.18
709,Producto_722,Hogar,148.5
710,Producto_723,Salud,257.17
711,Producto_724,Ropa,497.49
712,Producto_725,Salud,79.43
713,Producto_726,Abarrotes,403.99
714,Producto_727,Abarrotes,12.06
715,Producto_728,Abarrotes,353.69
716,Producto_729,Hogar,22.63
717,Producto_730,Hogar,179.68
718,Producto_731,Abarrotes,177.41
719,Producto_732,Salud,2240.31
720,Producto_733,Abarrotes,138.55
721,Producto_734,Abarrotes,467.16
722,Producto_735,Abarrotes,181.93
723,Producto_736,Hogar,195.27
724,Producto_737,Electrónica,283.65
725,Producto_738,Ropa,63.11
726,Producto_740,Hogar,448.35
727,Producto_741,Electrónica,352.95
728,Producto_742,Ropa,339.4
729,Producto_743,Abarrotes,254.88
730,Producto_744,Salud,300.43
731,Producto_745,Ropa,24.18
732,Producto_746,Abarrotes,433.77
733,Producto_747,Salud,84.95
734,Producto_748,Hogar,438.31
735,Producto_749,Electrónica,344.08
736,Producto_750,Hogar,247.53
737,Producto_751,Salud,70.64
738,Producto_752,Electrónica,485.5
739,Producto_753,Abarrotes,158.01
740,Producto_754,Salud,404.89
741,Producto_755,Ropa,377.34
742,Producto_756,Hogar,429.48
743,Producto_757,Electrónica,372.52
744,Producto_759,Electrónica,75.12
745,Producto_761,Electrónica,154.18
746,Producto_762,Abarrotes,420.29
747,Producto_763,Ropa,104.7
748,Producto_764,Ropa,379.03
749,Producto_765,Electrónica,32.98
750,Producto_766,Electrónica,204.2
751,Producto_767,Hogar,297.11
752,Producto_768,Hogar,331.43
753,Producto_769,Electrónica,71.24
754,Producto_770,Abarrotes,415.09
755,Producto_771,Abarrotes,302.05
756,Producto_772,Abarrotes,165.02
757,Producto_773,Abarrotes,414.56
758,Producto_774,Salud,313.17
759,Producto_775,Electrónica,125.45
760,Producto_776,Abarrotes,372.51
761,Producto_777,Ropa,447.34
762,Producto_778,Abarrotes,479.87
763,Producto_779,Salud,10.27
764,Producto_780,Electrónica,404.38
765,Producto_781,Ropa,150.29
766,Producto_782,Hogar,490.72
767,Producto_783,Salud,266.9
768,Producto_784,Ropa,283.64
769,Producto_785,Abarrotes,174.31
770,Producto_786,Electrónica,77.89
771,Producto_787,Abarrotes,54.05
772,Producto_788,Electrónica,83.67
773,Producto_789,Abarrotes,473.6
774,Producto_790,Electrónica,136.46
775,Producto_791,Salud,14.5
776,Producto_792,Abarrotes,26.71
777,Producto_793,Salud,194.41
778,Producto_794,Electrónica,70.84
779,Producto_795,Salud,239.45
780,Producto_796,Abarrotes,178.47
781,Producto_797,Abarrotes,421.26
782,Producto_798,Hogar,25.45
783,Producto_799,Salud,290.81
784,Producto_800,Ropa,295.4
785,Producto_801,Abarrotes,159.59
786,Producto_802,Electrónica,27.91
787,Producto_803,Abarrotes,475.28
788,Producto_804,Salud,113.68
789,Producto_805,Hogar,450.15
790,Producto_806,Salud,310.7
791,Producto_807,Abarrotes,50.57
792,Producto_808,Abarrotes,64.01
793,Producto_809,Abarrotes,64.29
794,Producto_810,Salud,181.58
795,Producto_811,Abarrotes,430.73
796,Producto_812,Ropa,111.51
797,Producto_813,Salud,283.71
798,Producto_814,Electrónica,468.76
799,Producto_815,Hogar,415.14
