cliente_id,nombre,edad,genero,ubicacion
270.0,Cliente_270,51.0,M,CDMX
271.0,Cliente_271,44.0,F,Monterrey
272.0,Cliente_272,61.0,Otro,Tijuana
273.0,Cliente_273,69.0,M,CDMX
274.0,Cliente_274,55.0,F,CDMX
275.0,Cliente_275,41.0,Otro,Guadalajara
276.0,Cliente_276,58.0,M,Monterrey
277.0,Cliente_277,29.0,F,Tijuana
278.0,Cliente_278,41.0,F,Guadalajara
279.0,Cliente_279,58.0,M,CDMX
280.0,Cliente_280,36.0,F,Tijuana
281.0,Cliente_281,57.0,F,Puebla
282.0,Cliente_282,63.0,Otro,Puebla
283.0,Cliente_283,56.0,M,Monterrey
284.0,Cliente_284,39.0,M,Guadalajara
285.0,Cliente_285,20.0,Otro,Guadalajara
286.0,Cliente_286,35.0,M,Tijuana
287.0,Cliente_287,24.0,F,CDMX
288.0,Cliente_288,54.0,F,CDMX
289.0,Cliente_289,25.0,Otro,Monterrey
290.0,Cliente_290,29.0,M,Monterrey
291.0,Cliente_291,68.0,F,Monterrey
292.0,Cliente_292,24.0,F,Monterrey
2782.9361514515736,Cliente_293,392.7513046172675,M,Monterrey
294.0,Cliente_294,32.0,Otro,Guadalajara
295.0,Cliente_295,38.0,Otro,Tijuana
296.0,Cliente_296,37.0,Otro,CDMX
297.0,Cliente_297,31.0,F,Guadalajara
298.0,Cliente_298,57.0,Otro,Monterrey
299.0,Cliente_299,20.0,Otro,Guadalajara
300.0,Cliente_300,58.0,M,Puebla
301.0,Cliente_301,39.0,F,Monterrey
302.0,Cliente_302,44.0,F,Guadalajara
303.0,Cliente_303,47.0,F,Tijuana
304.0,Cliente_304,31.0,M,Tijuana
305.0,Cliente_305,28.0,Otro,Tijuana
306.0,Cliente_306,69.0,Otro,Monterrey
307.0,Cliente_307,25.0,M,Guadalajara
308.0,Cliente_308,23.0,Otro,Guadalajara
309.0,Cliente_309,67.0,M,Tijuana
310.0,Cliente_310,21.0,Otro,CDMX
311.0,Cliente_311,53.0,F,Monterrey
312.0,Cliente_312,27.0,F,Tijuana
313.0,Cliente_313,29.0,Otro,Guadalajara
314.0,Cliente_314,57.0,Otro,Monterrey
315.0,Cliente_315,31.0,M,Monterrey
316.0,Cliente_316,64.0,M,Tijuana
317.0,Cliente_317,46.0,M,Puebla
318.0,Cliente_318,19.0,M,Puebla
319.0,Cliente_319,25.0,M,Tijuana
320.0,Cliente_320,31.0,F,Guadalajara
321.0,Cliente_321,27.0,F,Monterrey
322.0,Cliente_322,20.0,F,Puebla
323.0,Cliente_323,46.0,Otro,Puebla
324.0,Cliente_324,21.0,F,Tijuana
325.0,Cliente_325,37.0,F,Guadalajara
326.0,Cliente_326,67.0,F,Puebla
327.0,Cliente_327,35.0,M,Puebla
328.0,Cliente_328,30.0,M,Monterrey
329.0,Cliente_329,19.0,M,Guadalajara
330.0,Cliente_330,45.0,Otro,Tijuana
331.0,Cliente_331,34.0,M,Monterrey
332.0,Cliente_332,59.0,M,Tijuana
,,,,
334.0,Cliente_334,63.0,F,Puebla
335.0,Cliente_335,50.0,M,Monterrey
,,,,
337.0,Cliente_337,27.0,F,Guadalajara
338.0,Cliente_338,61.0,F,CDMX
339.0,Cliente_339,50.0,M,CDMX
340.0,Cliente_340,42.0,F,Monterrey
341.0,Cliente_341,55.0,F,Guadalajara
342.0,Cliente_342,63.0,Otro,Guadalajara
343.0,Cliente_343,47.0,M,Monterrey
344.0,Cliente_344,19.0,F,CDMX
345.0,Cliente_345,50.0,M,Monterrey
346.0,Cliente_346,69.0,F,Guadalajara
347.0,Cliente_347,24.0,Otro,Guadalajara
348.0,Cliente_348,65.0,F,Monterrey
349.0,Cliente_349,34.0,F,Tijuana
350.0,Cliente_350,51.0,M,Puebla
351.0,Cliente_351,58.0,M,Puebla
352.0,Cliente_352,35.0,Otro,Monterrey
353.0,Cliente_353,53.0,F,Tijuana
354.0,Cliente_354,69.0,M,Puebla
355.0,Cliente_355,46.0,M,Monterrey
356.0,Cliente_356,23.0,M,Puebla
357.0,Cliente_357,66.0,F,Puebla
358.0,Cliente_358,50.0,Otro,Guadalajara
359.0,Cliente_359,32.0,Otro,Puebla
360.0,Cliente_360,59.0,F,Monterrey
361.0,Cliente_361,23.0,Otro,CDMX
362.0,Cliente_362,49.0,Otro,Tijuana
363.0,Cliente_363,55.0,Otro,CDMX
364.0,Cliente_364,66.0,F,Guadalajara
1830.0100357878018,Cliente_365,342.3126887278395,F,Monterrey
366.0,Cliente_366,63.0,M,CDMX
367.0,Cliente_367,37.0,M,Guadalajara
368.0,Cliente_368,51.0,M,Puebla
369.0,Cliente_369,36.0,M,CDMX
370.0,Cliente_370,68.0,Otro,Guadalajara
371.0,Cliente_371,23.0,M,CDMX
372.0,Cliente_372,67.0,Otro,Monterrey
373.0,Cliente_373,55.0,F,Monterrey
374.0,Cliente_374,50.0,Otro,Puebla
375.0,Cliente_375,27.0,F,Monterrey
376.0,Cliente_376,25.0,Otro,Guadalajara
377.0,Cliente_377,49.0,M,Puebla
378.0,Cliente_378,51.0,Otro,Guadalajara
379.0,Cliente_379,67.0,M,Puebla
380.0,Cliente_380,66.0,F,Monterrey
381.0,Cliente_381,28.0,M,Monterrey
,,,,
383.0,Cliente_383,58.0,F,CDMX
384.0,Cliente_384,43.0,M,Puebla
385.0,Cliente_385,69.0,M,Puebla
386.0,Cliente_386,67.0,Otro,Guadalajara
387.0,Cliente_387,59.0,F,Puebla
388.0,Cliente_388,66.0,F,CDMX
389.0,Cliente_389,44.0,M,CDMX
390.0,Cliente_390,20.0,Otro,Monterrey
391.0,Cliente_391,41.0,M,Puebla
392.0,Cliente_392,56.0,M,CDMX
393.0,Cliente_393,48.0,F,Guadalajara
394.0,Cliente_394,63.0,Otro,Monterrey
395.0,Cliente_395,57.0,F,Monterrey
396.0,Cliente_396,50.0,F,Puebla
397.0,Cliente_397,38.0,F,Guadalajara
398.0,Cliente_398,65.0,Otro,Guadalajara
399.0,Cliente_399,39.0,M,Guadalajara
400.0,Cliente_400,65.0,F,Puebla
401.0,Cliente_401,33.0,F,Puebla
402.0,Cliente_402,25.0,Otro,Monterrey
403.0,Cliente_403,57.0,F,Monterrey
404.0,Cliente_404,30.0,Otro,Tijuana
405.0,Cliente_405,64.0,Otro,Tijuana
,,,,
407.0,Cliente_407,49.0,M,CDMX
408.0,Cliente_408,34.0,F,Monterrey
409.0,Cliente_409,41.0,M,Guadalajara
410.0,Cliente_410,67.0,F,Guadalajara
411.0,Cliente_411,39.0,Otro,CDMX
412.0,Cliente_412,44.0,F,Tijuana
413.0,Cliente_413,24.0,F,Puebla
414.0,Cliente_414,20.0,Otro,Tijuana
415.0,Cliente_415,60.0,F,Guadalajara
416.0,Cliente_416,20.0,Otro,Monterrey
417.0,Cliente_417,62.0,Otro,Puebla
418.0,Cliente_418,53.0,Otro,Guadalajara
419.0,Cliente_419,24.0,F,Monterrey
420.0,Cliente_420,52.0,M,Tijuana
421.0,Cliente_421,37.0,Otro,Puebla
422.0,Cliente_422,44.0,F,CDMX
423.0,Cliente_423,47.0,F,Guadalajara
424.0,Cliente_424,34.0,Otro,Tijuana
425.0,Cliente_425,44.0,Otro,Tijuana
426.0,Cliente_426,65.0,Otro,Guadalajara
427.0,Cliente_427,29.0,M,Tijuana
428.0,Cliente_428,21.0,Otro,Guadalajara
429.0,Cliente_429,66.0,Otro,Tijuana
430.0,Cliente_430,23.0,Otro,Monterrey
431.0,Cliente_431,25.0,Otro,Guadalajara
432.0,Cliente_432,50.0,F,Guadalajara
433.0,Cliente_433,35.0,M,Tijuana
434.0,Cliente_434,36.0,M,Guadalajara
435.0,Cliente_435,30.0,Otro,Puebla
436.0,Cliente_436,56.0,F,Tijuana
437.0,Cliente_437,34.0,M,Guadalajara
438.0,Cliente_438,33.0,F,Tijuana
439.0,Cliente_439,47.0,M,Puebla
440.0,Cliente_440,39.0,F,Tijuana
441.0,Cliente_441,58.0,Otro,CDMX
442.0,Cliente_442,40.0,Otro,CDMX
443.0,Cliente_443,46.0,M,Monterrey
444.0,Cliente_444,44.0,Otro,CDMX
445.0,Cliente_445,48.0,Otro,CDMX
446.0,Cliente_446,35.0,F,Guadalajara
447.0,Cliente_447,54.0,M,Puebla
448.0,Cliente_448,38.0,Otro,Guadalajara
449.0,Cliente_449,21.0,M,Guadalajara
450.0,Cliente_450,44.0,M,Puebla
451.0,Cliente_451,30.0,Otro,Guadalajara
452.0,Cliente_452,20.0,M,Puebla
453.0,Cliente_453,22.0,M,CDMX
454.0,Cliente_454,61.0,Otro,CDMX
455.0,Cliente_455,44.0,F,Tijuana
456.0,Cliente_456,64.0,F,Guadalajara
457.0,Cliente_457,64.0,Otro,CDMX
458.0,Cliente_458,32.0,M,Puebla
,,,,
460.0,Cliente_460,69.0,M,Tijuana
461.0,Cliente_461,67.0,Otro,Puebla
462.0,Cliente_462,61.0,M,Puebla
463.0,Cliente_463,38.0,Otro,Guadalajara
464.0,Cliente_464,60.0,Otro,Puebla
465.0,Cliente_465,35.0,F,Tijuana
466.0,Cliente_466,34.0,F,Tijuana
467.0,Cliente_467,55.0,M,CDMX
468.0,Cliente_468,29.0,Otro,Monterrey
469.0,Cliente_469,41.0,F,Guadalajara
470.0,Cliente_470,39.0,F,CDMX
471.0,Cliente_471,46.0,Otro,Tijuana
472.0,Cliente_472,59.0,F,Monterrey
473.0,Cliente_473,38.0,F,CDMX
474.0,Cliente_474,25.0,M,CDMX
475.0,Cliente_475,61.0,M,CDMX
476.0,Cliente_476,54.0,Otro,Tijuana
477.0,Cliente_477,51.0,Otro,Monterrey
478.0,Cliente_478,33.0,F,Guadalajara
479.0,Cliente_479,49.0,M,CDMX
480.0,Cliente_480,59.0,F,Monterrey
481.0,Cliente_481,54.0,F,CDMX
482.0,Cliente_482,46.0,M,Guadalajara
483.0,Cliente_483,55.0,F,CDMX
484.0,Cliente_484,48.0,Otro,CDMX
485.0,Cliente_485,54.0,F,CDMX
486.0,Cliente_486,53.0,F,Tijuana
487.0,Cliente_487,25.0,Otro,Puebla
488.0,Cliente_488,53.0,Otro,CDMX
489.0,Cliente_489,23.0,Otro,Puebla
490.0,Cliente_490,44.0,Otro,Tijuana
491.0,Cliente_491,67.0,M,Guadalajara
492.0,Cliente_492,33.0,Otro,CDMX
493.0,Cliente_493,35.0,M,Tijuana
494.0,Cliente_494,43.0,Otro,Guadalajara
495.0,Cliente_495,69.0,F,Puebla
496.0,Cliente_496,56.0,M,Monterrey
497.0,Cliente_497,57.0,M,Monterrey
498.0,Cliente_498,39.0,M,Monterrey
499.0,Cliente_499,60.0,Otro,Monterrey
500.0,Cliente_500,21.0,M,Monterrey
501.0,Cliente_501,56.0,F,Monterrey
3849.082558355013,Cliente_502,362.93054898276233,M,Monterrey
503.0,Cliente_503,45.0,Otro,Guadalajara
504.0,Cliente_504,40.0,Otro,Tijuana
505.0,Cliente_505,65.0,Otro,Tijuana
506.0,Cliente_506,20.0,F,Monterrey
507.0,Cliente_507,62.0,Otro,Guadalajara
508.0,Cliente_508,56.0,F,CDMX
3347.9613078084885,Cliente_509,362.77262473544556,F,Puebla
510.0,Cliente_510,42.0,M,Monterrey
511.0,Cliente_511,44.0,F,Tijuana
512.0,Cliente_512,51.0,M,Monterrey
513.0,Cliente_513,69.0,M,Guadalajara
514.0,Cliente_514,47.0,M,Puebla
515.0,Cliente_515,25.0,F,Tijuana
516.0,Cliente_516,21.0,Otro,Monterrey
517.0,Cliente_517,34.0,F,Monterrey
518.0,Cliente_518,38.0,F,CDMX
519.0,Cliente_519,24.0,Otro,CDMX
520.0,Cliente_520,58.0,F,Monterrey
521.0,Cliente_521,45.0,F,Tijuana
522.0,Cliente_522,22.0,M,Puebla
523.0,Cliente_523,44.0,Otro,Monterrey
524.0,Cliente_524,56.0,F,Monterrey
525.0,Cliente_525,27.0,M,Monterrey
526.0,Cliente_526,19.0,Otro,CDMX
527.0,Cliente_527,27.0,Otro,Tijuana
528.0,Cliente_528,29.0,F,Monterrey
529.0,Cliente_529,41.0,Otro,Puebla
530.0,Cliente_530,57.0,M,CDMX
531.0,Cliente_531,47.0,Otro,Monterrey
532.0,Cliente_532,62.0,M,Guadalajara
533.0,Cliente_533,50.0,F,Puebla
534.0,Cliente_534,58.0,Otro,Guadalajara
535.0,Cliente_535,52.0,Otro,CDMX
536.0,Cliente_536,63.0,M,Monterrey
537.0,Cliente_537,41.0,F,Puebla
538.0,Cliente_538,65.0,F,Tijuana
539.0,Cliente_539,56.0,M,Tijuana
540.0,Cliente_540,24.0,Otro,Guadalajara
3184.8713458599764,Cliente_541,564.8230348349008,Otro,Tijuana
542.0,Cliente_542,29.0,M,CDMX
543.0,Cliente_543,58.0,Otro,Puebla
544.0,Cliente_544,69.0,Otro,CDMX
545.0,Cliente_545,35.0,Otro,Tijuana
546.0,Cliente_546,49.0,Otro,Tijuana
547.0,Cliente_547,60.0,F,Puebla
548.0,Cliente_548,40.0,F,Tijuana
549.0,Cliente_549,35.0,F,Guadalajara
550.0,Cliente_550,49.0,Otro,Guadalajara
551.0,Cliente_551,50.0,F,CDMX
552.0,Cliente_552,24.0,Otro,Puebla
553.0,Cliente_553,56.0,M,Monterrey
554.0,Cliente_554,52.0,F,Monterrey
555.0,Cliente_555,49.0,F,Guadalajara
556.0,Cliente_556,46.0,Otro,Monterrey
557.0,Cliente_557,48.0,M,CDMX
,,,,
559.0,Cliente_559,31.0,Otro,Tijuana
560.0,Cliente_560,61.0,F,Guadalajara
561.0,Cliente_561,56.0,Otro,Monterrey
562.0,Cliente_562,67.0,M,Tijuana
563.0,Cliente_563,22.0,M,Puebla
564.0,Cliente_564,26.0,F,Guadalajara
565.0,Cliente_565,31.0,M,CDMX
566.0,Cliente_566,64.0,M,CDMX
567.0,Cliente_567,65.0,M,Puebla
568.0,Cliente_568,36.0,Otro,Guadalajara
569.0,Cliente_569,69.0,F,Guadalajara
570.0,Cliente_570,57.0,M,CDMX
571.0,Cliente_571,40.0,F,Tijuana
572.0,Cliente_572,54.0,F,CDMX
573.0,Cliente_573,43.0,M,CDMX
574.0,Cliente_574,62.0,M,Tijuana
575.0,Cliente_575,38.0,F,Monterrey
576.0,Cliente_576,47.0,Otro,Guadalajara
577.0,Cliente_577,35.0,Otro,CDMX
578.0,Cliente_578,68.0,F,Puebla
579.0,Cliente_579,35.0,M,Monterrey
580.0,Cliente_580,39.0,Otro,CDMX
581.0,Cliente_581,24.0,M,Monterrey
582.0,Cliente_582,66.0,M,CDMX
583.0,Cliente_583,19.0,M,Guadalajara
584.0,Cliente_584,40.0,Otro,CDMX
585.0,Cliente_585,19.0,M,Puebla
586.0,Cliente_586,25.0,Otro,Puebla
587.0,Cliente_587,21.0,M,Guadalajara
5086.0687880719815,Cliente_588,326.80850849345364,Otro,CDMX
589.0,Cliente_589,65.0,M,Tijuana
590.0,Cliente_590,42.0,F,Monterrey
591.0,Cliente_591,23.0,F,CDMX
592.0,Cliente_592,46.0,F,Guadalajara
593.0,Cliente_593,40.0,F,Guadalajara
594.0,Cliente_594,59.0,F,Puebla
595.0,Cliente_595,38.0,F,Puebla
596.0,Cliente_596,63.0,Otro,Puebla
597.0,Cliente_597,35.0,M,Guadalajara
598.0,Cliente_598,32.0,F,Tijuana
