proveedor_id,nombre_proveedor,contacto,ubicacion
71.0,Proveedor_71,contacto71@empresa.com,Guadalajara
72.0,Proveedor_72,contacto72@empresa.com,Tijuana
73.0,Proveedor_73,contacto73@empresa.com,Guadalajara
74.0,Proveedor_74,contacto74@empresa.com,Puebla
75.0,Proveedor_75,contacto75@empresa.com,Tijuana
76.0,Proveedor_76,contacto76@empresa.com,Guadalajara
77.0,Proveedor_77,contacto77@empresa.com,Puebla
78.0,Proveedor_78,contacto78@empresa.com,Tijuana
79.0,Proveedor_79,contacto79@empresa.com,Guadalajara
80.0,Proveedor_80,contacto80@empresa.com,CDMX
81.0,Proveedor_81,contacto81@empresa.com,Guadalajara
82.0,Proveedor_82,contacto82@empresa.com,Monterrey
83.0,Proveedor_83,contacto83@empresa.com,Guadalajara
84.0,Proveedor_84,contacto84@empresa.com,Guadalajara
85.0,Proveedor_85,contacto85@empresa.com,Monterrey
86.0,Proveedor_86,contacto86@empresa.com,Guadalajara
87.0,Proveedor_87,contacto87@empresa.com,Tijuana
88.0,Proveedor_88,contacto88@empresa.com,Tijuana
89.0,Proveedor_89,contacto89@empresa.com,Monterrey
90.0,Proveedor_90,contacto90@empresa.com,CDMX
91.0,Proveedor_91,contacto91@empresa.com,Monterrey
92.0,Proveedor_92,contacto92@empresa.com,CDMX
93.0,Proveedor_93,contacto93@empresa.com,Puebla
94.0,Proveedor_94,contacto94@empresa.com,Guadalajara
95.0,Proveedor_95,contacto95@empresa.com,Guadalajara
96.0,Proveedor_96,contacto96@empresa.com,Monterrey
97.0,Proveedor_97,contacto97@empresa.com,Guadalajara
98.0,Proveedor_98,contacto98@empresa.com,Puebla
99.0,Proveedor_99,contacto99@empresa.com,Puebla
100.0,Proveedor_100,contacto100@empresa.com,Monterrey
101.0,Proveedor_101,contacto101@empresa.com,Guadalajara
102.0,Proveedor_102,contacto102@empresa.com,Guadalajara
103.0,Proveedor_103,contacto103@empresa.com,Guadalajara
104.0,Proveedor_104,contacto104@empresa.com,Guadalajara
105.0,Proveedor_105,contacto105@empresa.com,Puebla
106.0,Proveedor_106,contacto106@empresa.com,Puebla
107.0,Proveedor_107,contacto107@empresa.com,Tijuana
952.3312263299625,Proveedor_108,contacto108@empresa.com,CDMX
109.0,Proveedor_109,contacto109@empresa.com,CDMX
110.0,Proveedor_110,contacto110@empresa.com,Puebla
111.0,Proveedor_111,contacto111@empresa.com,Tijuana
112.0,Proveedor_112,contacto112@empresa.com,Monterrey
113.0,Proveedor_113,contacto113@empresa.com,Guadalajara
114.0,Proveedor_114,contacto114@empresa.com,Guadalajara
115.0,Proveedor_115,contacto115@empresa.com,CDMX
116.0,Proveedor_116,contacto116@empresa.com,Monterrey
117.0,Proveedor_117,contacto117@empresa.com,Puebla
118.0,Proveedor_118,contacto118@empresa.com,Guadalajara
119.0,Proveedor_119,contacto119@empresa.com,Puebla
120.0,Proveedor_120,contacto120@empresa.com,Tijuana
121.0,Proveedor_121,contacto121@empresa.com,Puebla
122.0,Proveedor_122,contacto122@empresa.com,CDMX
123.0,Proveedor_123,contacto123@empresa.com,Tijuana
124.0,Proveedor_124,contacto124@empresa.com,Monterrey
125.0,Proveedor_125,contacto125@empresa.com,Tijuana
126.0,Proveedor_126,contacto126@empresa.com,CDMX
127.0,Proveedor_127,contacto127@empresa.com,Guadalajara
128.0,Proveedor_128,contacto128@empresa.com,Guadalajara
129.0,Proveedor_129,contacto129@empresa.com,Tijuana
130.0,Proveedor_130,contacto130@empresa.com,Monterrey
131.0,Proveedor_131,contacto131@empresa.com,Guadalajara
132.0,Proveedor_132,contacto132@empresa.com,Puebla
,,,
134.0,Proveedor_134,contacto134@empresa.com,Monterrey
135.0,Proveedor_135,contacto135@empresa.com,Guadalajara
136.0,Proveedor_136,contacto136@empresa.com,CDMX
137.0,Proveedor_137,contacto137@empresa.com,Monterrey
138.0,Proveedor_138,contacto138@empresa.com,Guadalajara
139.0,Proveedor_139,contacto139@empresa.com,Guadalajara
140.0,Proveedor_140,contacto140@empresa.com,Puebla
141.0,Proveedor_141,contacto141@empresa.com,Puebla
142.0,Proveedor_142,contacto142@empresa.com,Monterrey
143.0,Proveedor_143,contacto143@empresa.com,Monterrey
144.0,Proveedor_144,contacto144@empresa.com,Tijuana
145.0,Proveedor_145,contacto145@empresa.com,Tijuana
146.0,Proveedor_146,contacto146@empresa.com,Monterrey
147.0,Proveedor_147,contacto147@empresa.com,CDMX
148.0,Proveedor_148,contacto148@empresa.com,Guadalajara
149.0,Proveedor_149,contacto149@empresa.com,Tijuana
150.0,Proveedor_150,contacto150@empresa.com,Monterrey
151.0,Proveedor_151,contacto151@empresa.com,Tijuana
152.0,Proveedor_152,contacto152@empresa.com,CDMX
153.0,Proveedor_153,contacto153@empresa.com,Tijuana
154.0,Proveedor_154,contacto154@empresa.com,Tijuana
155.0,Proveedor_155,contacto155@empresa.com,Monterrey
156.0,Proveedor_156,contacto156@empresa.com,Guadalajara
157.0,Proveedor_157,contacto157@empresa.com,Guadalajara
158.0,Proveedor_158,contacto158@empresa.com,CDMX
159.0,Proveedor_159,contacto159@empresa.com,CDMX
160.0,Proveedor_160,contacto160@empresa.com,Monterrey
161.0,Proveedor_161,contacto161@empresa.com,Monterrey
162.0,Proveedor_162,contacto162@empresa.com,Puebla
163.0,Proveedor_163,contacto163@empresa.com,Monterrey
164.0,Proveedor_164,contacto164@empresa.com,Monterrey
165.0,Proveedor_165,contacto165@empresa.com,Monterrey
166.0,Proveedor_166,contacto166@empresa.com,Tijuana
167.0,Proveedor_167,contacto167@empresa.com,Puebla
168.0,Proveedor_168,contacto168@empresa.com,Puebla
169.0,Proveedor_169,contacto169@empresa.com,Tijuana
170.0,Proveedor_170,contacto170@empresa.com,CDMX
171.0,Proveedor_171,contacto171@empresa.com,Monterrey
172.0,Proveedor_172,contacto172@empresa.com,Puebla
173.0,Proveedor_173,contacto173@empresa.com,Monterrey
174.0,Proveedor_174,contacto174@empresa.com,Monterrey
175.0,Proveedor_175,contacto175@empresa.com,CDMX
176.0,Proveedor_176,contacto176@empresa.com,Guadalajara
177.0,Proveedor_177,contacto177@empresa.com,Puebla
178.0,Proveedor_178,contacto178@empresa.com,Tijuana
179.0,Proveedor_179,contacto179@empresa.com,Tijuana
180.0,Proveedor_180,contacto180@empresa.com,Tijuana
181.0,Proveedor_181,contacto181@empresa.com,CDMX
182.0,Proveedor_182,contacto182@empresa.com,Monterrey
183.0,Proveedor_183,contacto183@empresa.com,Tijuana
184.0,Proveedor_184,contacto184@empresa.com,Tijuana
185.0,Proveedor_185,contacto185@empresa.com,Puebla
186.0,Proveedor_186,contacto186@empresa.com,Puebla
187.0,Proveedor_187,contacto187@empresa.com,Tijuana
188.0,Proveedor_188,contacto188@empresa.com,Guadalajara
189.0,Proveedor_189,contacto189@empresa.com,Puebla
190.0,Proveedor_190,contacto190@empresa.com,Guadalajara
191.0,Proveedor_191,contacto191@empresa.com,Tijuana
192.0,Proveedor_192,contacto192@empresa.com,Guadalajara
193.0,Proveedor_193,contacto193@empresa.com,Tijuana
194.0,Proveedor_194,contacto194@empresa.com,Monterrey
195.0,Proveedor_195,contacto195@empresa.com,Guadalajara
196.0,Proveedor_196,contacto196@empresa.com,Puebla
197.0,Proveedor_197,contacto197@empresa.com,Monterrey
198.0,Proveedor_198,contacto198@empresa.com,CDMX
199.0,Proveedor_199,contacto199@empresa.com,Puebla
